theme,executor,category,theme_id,executor_id,category_id
Протечка кровли (крыши),Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,10,1,5
Некачественное содержание инфраструктуры в парках,Управление благоустройства города,Парки,37,0,12
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Советского района,Городская территория,0,3,2
Неубранная дворовая территория (мусор/снег),Префектура Советского района,Дворовая территория,32,3,0
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Неубранная контейнерная площадка,Префектура Советского района,Дворовая территория,12,3,0
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Октябрьского района,Дворовая территория,0,19,0
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Неубранная дворовая территория (мусор/снег),Администрация Рязанского муниципального района,Дворовая территория,32,17,0
Ненадлежащий уход за зелеными насаждениями,Управление благоустройства города,Дворовая территория,4,0,0
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Ненадлежащий уход за зелеными насаждениями,Управление благоустройства города,Дворовая территория,4,0,0
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Некачественное содержание остановок общественного транспорта,Управление благоустройства города,Остановки общественного транспорта,3,0,3
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Неубранная контейнерная площадка,Префектура Железнодорожного района,Дворовая территория,12,7,0
Ненадлежащий уход за зелеными насаждениями,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,4,1,0
Нарушение закона при ведении деятельности управляющей организации/ТСЖ,Госжилинспекция,Многоквартирные дома,33,6,5
Неисправность работы канализации,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,20,1,5
Неисправный светофор,Управление благоустройства города,Дороги,5,0,1
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
Иные вопросы и предложения транспортного обслуживания,Управление транспорта,Общественный транспорт,29,16,10
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Неубранная дворовая территория (мусор/снег),Префектура Московского района,Дворовая территория,32,2,0
Повреждение или отсутствие дорожного покрытия,Министерство транспорта и автомобильных дорог Рязанской области,Дороги,9,4,1
Вопросы / предложения по застройке новых (планируемых) социальных объектов,Управление капитального строительства,Строительство,36,8,11
Повреждение или отсутствие дорожных знаков или дорожной разметки,Управление благоустройства города,Дороги,1,0,1
Перебои/Отсутствие теплоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,13,1,5
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Иные вопросы и предложения транспортного обслуживания,Управление транспорта,Общественный транспорт,29,16,10
Переселение из аварийного жилищного фонда,Управление энергетики и жилищно-коммунального хозяйства,Права дольщиков и вопросы переселения,22,1,6
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Протечка кровли (крыши),Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,10,1,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Неубранная дворовая территория (мусор/снег),Управление благоустройства города,Дворовая территория,32,0,0
Социальная поддержка льготных категорий граждан,Министерство труда и социальной защиты населения Рязанской области,Социальная защита,28,13,9
Выполнение работ по капитальному ремонту,Администрация Рязанского муниципального района,Многоквартирные дома,25,17,5
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Неубранная дворовая территория (мусор/снег),Управление благоустройства города,Дворовая территория,32,0,0
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
Протечка кровли (крыши),Администрация Рязанского муниципального района,Многоквартирные дома,10,17,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Повреждение или отсутствие дорожного покрытия,Администрация Рыбновского муниципального района Рязанской области,Дороги,9,12,1
Выполнение работ по капитальному ремонту,Фонд капитального ремонта многоквартирных домов Рязанской области,Многоквартирные дома,25,10,5
Некачественное восстановление дворовой территории после разрытий,Префектура Московского района,Дворовая территория,27,2,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Проблемы свободного проезда и прохода для транспорта и пешеходов,Управление капитального строительства,Дворовая территория,0,8,0
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
Повреждение или отсутствие ограждения автодорог,Управление благоустройства города,Дороги,15,0,1
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Неисправное освещение на проезжей части,Администрация Рыбновского муниципального района Рязанской области,Дороги,35,12,1
Переселение из аварийного жилищного фонда,Администрация Рыбновского муниципального района Рязанской области,Права дольщиков и вопросы переселения,22,12,6
Надписи и рисунки на заборах и дворовых сооружениях,Управление благоустройства города,Дворовая территория,19,0,0
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Сохранение объектов культурного наследия Рязанской области,Государственная инспекция по охране объектов культурного наследия Рязанской области,Культура,24,9,7
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Повреждение или отсутствие дорожных знаков или дорожной разметки,Администрация Рязанского муниципального района,Дороги,1,17,1
Повреждение или отсутствие дорожных знаков или дорожной разметки,Министерство транспорта и автомобильных дорог Рязанской области,Дороги,1,4,1
Надписи и рисунки на заборах и дворовых сооружениях,Управление благоустройства города,Дворовая территория,19,0,0
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Повреждение или отсутствие тротуаров,Управление благоустройства города,Дороги,7,0,1
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Неубранная контейнерная площадка,Префектура Советского района,Дворовая территория,12,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Протечка кровли (крыши),Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,10,1,5
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Железнодорожного района,Дворовая территория,0,7,0
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Некачественное содержание инфраструктуры в парках,Управление благоустройства города,Парки,37,0,12
Сохранение объектов культурного наследия Рязанской области,Государственная инспекция по охране объектов культурного наследия Рязанской области,Культура,24,9,7
Повреждение или отсутствие ограждения автодорог,Управление благоустройства города,Дороги,15,0,1
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Перебои/Отсутствие газоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,30,1,5
Перебои/Отсутствие газоснабжения,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,30,1,5
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Повреждение или отсутствие ограждения автодорог,Управление благоустройства города,Дороги,15,0,1
"Условия для массового отдыха, свободный доступ к водным объектам общего пользования и их береговым полосам",Управление благоустройства города,Городская территория,31,0,2
Некачественное содержание остановок общественного транспорта,Управление благоустройства города,Остановки общественного транспорта,3,0,3
Ямы и выбоины во дворах,Управление благоустройства города,Дворовая территория,6,0,0
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Ямы и выбоины во дворах,Управление благоустройства города,Дворовая территория,6,0,0
Ямы и выбоины во дворах,Управление благоустройства города,Дворовая территория,6,0,0
Неисправное освещение на проезжей части,Управление благоустройства города,Дороги,35,0,1
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Предоставление коммунальных услуг ненадлежащего качества,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,21,1,5
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Повреждение или отсутствие дорожного покрытия,Управление энергетики и жилищно-коммунального хозяйства,Дороги,9,1,1
Некачественное восстановление дворовой территории после разрытий,Префектура Московского района,Дворовая территория,27,2,0
Не работает информационное электронное табло,Управление благоустройства города,Остановки общественного транспорта,39,0,3
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Московского района,Городская территория,0,2,2
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Проблемы свободного проезда и прохода для транспорта и пешеходов,Управление благоустройства города,Дворовая территория,0,0,0
Неубранная дворовая территория (мусор/снег),Префектура Октябрьского района,Дворовая территория,32,19,0
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Железнодорожного района,Дворовая территория,0,7,0
Повреждение или отсутствие дорожного покрытия,Управление благоустройства города,Дороги,9,0,1
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Октябрьского района,Дворовая территория,19,19,0
Выполнение работ по капитальному ремонту,Фонд капитального ремонта многоквартирных домов Рязанской области,Многоквартирные дома,25,10,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Неубранная территория (мусор/снег),Управление благоустройства города,Городская территория,17,0,2
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Октябрьского района,Дворовая территория,0,19,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Октябрьского района,Многоквартирные дома,18,19,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Советского района,Дворовая территория,19,3,0
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Железнодорожного района,Дворовая территория,0,7,0
Надписи и рисунки на заборах и дворовых сооружениях,Префектура Железнодорожного района,Дворовая территория,19,7,0
Неубранная дворовая территория (мусор/снег),Префектура Железнодорожного района,Дворовая территория,32,7,0
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Железнодорожного района,Многоквартирные дома,18,7,5
Повреждение или отсутствие ограждения автодорог,Управление благоустройства города,Дороги,15,0,1
Оплата жилищно-коммунальных услуг,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,23,1,5
Оплата жилищно-коммунальных услуг,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,23,1,5
Оплата жилищно-коммунальных услуг,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,23,1,5
Нарушение закона при ведении деятельности управляющей организации/ТСЖ,Госжилинспекция,Многоквартирные дома,33,6,5
Оплата жилищно-коммунальных услуг,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,23,1,5
Некачественный текущий ремонт,Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,11,1,5
Нарушение закона при ведении деятельности управляющей организации/ТСЖ,Госжилинспекция,Многоквартирные дома,33,6,5
Протечка кровли (крыши),Управление энергетики и жилищно-коммунального хозяйства,Многоквартирные дома,10,1,5
Проблемы свободного проезда и прохода для транспорта и пешеходов,Префектура Железнодорожного района,Дворовая территория,0,7,0
Неубранная дворовая территория (мусор/снег),Префектура Московского района,Дворовая территория,32,2,0
Неубранная дворовая территория (мусор/снег),Управление благоустройства города,Дворовая территория,32,0,0
Неубранная дворовая территория (мусор/снег),Управление благоустройства города,Дворовая территория,32,0,0
Некачественное содержание детской площадки,Управление энергетики и жилищно-коммунального хозяйства,Дворовая территория,34,1,0
Сохранение объектов культурного наследия Рязанской области,Государственная инспекция по охране объектов культурного наследия Рязанской области,Культура,24,9,7
"Несанкционированные объявления, надписи и рисунки на фасадах",Префектура Советского района,Многоквартирные дома,18,3,5
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
Не работает уличное освещение,Управление благоустройства города,Городская территория,2,0,2
